temperature,pressure,vibration,current,rpm,running_hours,failure
62.56,8.74,3.08,16.8,3015,711,0
59.4,8.12,2.67,17.6,2985,5508,0
65.7,8.01,1.57,20.01,2933,7535,1
56.16,8.66,1.87,16.95,2905,7891,1
66.62,8.25,2.34,16.15,2913,4093,0
64.26,7.87,1.2,18.33,2965,2627,0
62.67,8.89,2.4,17.57,3009,611,0
57.03,9.06,1.14,17.07,3007,4365,0
67.57,9.12,2.81,18.43,2903,777,0
62.34,8.57,2.74,15.59,2941,7042,1
59.15,8.75,2.5,14.56,2924,3059,0
50.64,9.05,1.79,22.28,2954,2093,1
64.86,8.24,2.3,18.21,2910,7407,1
73.86,8.94,1.89,18.35,2934,2351,1
73.31,8.61,1.58,16.44,2924,6975,1
62.71,8.87,2.0,19.8,2966,666,0
61.99,8.57,2.62,16.93,2935,5494,0
67.34,9.02,2.23,12.43,2939,7087,1
60.01,8.59,3.07,16.87,2965,1931,0
66.51,7.91,2.66,17.44,2999,1962,0
68.83,9.08,2.6,17.66,3013,1013,0
71.13,8.12,1.23,17.6,2964,4279,0
64.5,9.0,2.03,16.71,2947,906,0
63.98,8.46,1.56,16.52,2989,3630,0
60.61,8.97,2.09,17.4,2985,3116,0
60.87,8.95,1.78,14.71,2976,1482,0
63.87,8.67,1.97,14.08,2903,1211,0
66.84,8.7,2.84,18.2,2986,6239,0
69.57,8.67,2.49,18.23,2961,5759,0
60.98,7.69,2.8,19.76,2923,4796,0
72.46,8.55,1.24,17.49,2930,4158,1
63.64,8.05,2.23,15.61,2967,2784,0
64.89,8.57,2.78,14.12,2875,3026,0
61.26,8.04,3.1,16.22,2946,2036,0
52.88,8.03,1.27,18.85,2930,2390,0
69.42,9.14,1.99,20.88,2927,6185,0
68.68,8.93,2.82,18.11,2936,7403,1
63.59,8.5,2.08,15.57,2906,7454,1
65.33,8.57,1.65,16.24,2982,1457,0
67.58,8.4,1.27,16.3,2886,4482,0
57.19,8.73,1.63,17.19,2955,5114,0
62.35,8.23,1.19,20.24,2925,2959,0
68.97,8.9,2.24,20.4,3010,1251,0
58.73,8.4,2.74,17.66,2951,6393,0
66.47,8.33,1.44,18.37,2886,7431,1
58.22,8.51,2.35,16.4,2966,4427,0
67.33,8.26,2.71,14.58,2917,7581,1
64.82,8.63,2.2,21.58,2980,4567,1
56.92,8.29,1.23,13.36,2969,4121,0
70.82,8.69,2.43,14.33,2994,5297,0
61.33,8.99,2.17,21.59,2956,7487,1
60.95,8.21,2.11,18.03,2975,4342,0
66.0,8.45,1.87,15.75,2951,7823,1
70.74,8.68,2.25,19.37,2932,511,0
59.92,8.33,2.51,19.55,2982,4330,0
65.31,8.69,3.63,15.33,2913,7491,1
67.14,8.72,2.27,16.93,2949,4767,0
68.47,8.93,3.11,19.75,2933,4098,0
65.88,8.26,2.41,16.37,2975,3945,0
63.16,8.12,2.14,18.56,2922,4906,0
60.86,8.38,2.29,20.85,2938,1618,0
65.43,8.11,1.47,13.22,2951,6888,1
59.64,8.73,2.38,17.32,2995,2504,0
50.39,8.04,1.0,18.52,2934,837,0
67.18,9.43,1.68,14.42,2938,4515,1
69.52,9.02,2.27,16.94,2910,2297,0
53.19,8.51,2.92,20.09,2921,563,0
59.95,8.85,3.06,16.59,2962,1220,0
68.1,7.85,2.06,15.03,2951,7370,1
75.29,9.51,2.29,20.26,2951,6166,1
65.1,8.26,2.79,18.89,3002,7109,1
61.36,8.45,1.4,17.86,2900,2558,0
64.09,7.76,2.44,17.8,3020,5386,0
71.87,8.69,1.7,20.06,2985,1836,0
61.77,8.06,2.1,18.59,2940,5700,0
61.0,8.54,1.92,19.29,2962,4153,0
62.59,8.28,2.46,16.61,2930,7627,1
60.23,8.07,2.53,14.17,2960,2917,0
65.61,8.18,2.73,19.24,3014,5784,0
73.12,8.59,2.41,20.2,2931,7730,1
66.62,7.99,2.3,17.55,2943,579,0
63.74,8.2,3.31,19.78,2927,4560,1
63.54,8.77,1.29,17.33,2932,1552,0
57.18,9.54,3.22,17.82,2938,3567,1
69.42,8.69,2.03,21.5,2917,4253,1
64.61,8.13,2.54,17.42,2942,2191,0
64.1,8.35,2.0,17.3,2952,6237,0
80.97,8.51,1.78,14.26,2938,5579,1
66.49,8.36,2.49,19.38,2881,2821,0
61.24,8.86,2.83,16.58,2945,3491,0
62.87,8.59,2.48,18.29,2949,2788,0
70.74,8.86,1.87,17.37,3007,3901,0
65.57,8.37,4.37,17.11,2951,5848,1
57.81,9.03,2.92,17.76,2978,1164,0
69.6,8.43,2.76,17.92,2937,6999,1
61.66,8.11,1.99,20.35,2989,2018,0
74.37,9.37,1.82,21.04,2922,6947,1
70.4,7.77,2.03,19.3,2965,2890,0
62.76,8.2,2.85,20.54,2975,2725,0
71.41,8.25,1.61,19.71,2971,7686,1
65.34,9.5,1.56,18.99,3015,2493,1
69.26,9.22,2.52,20.91,2932,5950,1
67.42,9.1,2.39,15.38,2992,5660,0
60.77,8.37,1.74,16.63,2985,760,0
61.78,9.47,1.55,16.36,2951,1785,1
70.15,8.65,3.06,17.4,3005,886,0
63.33,8.89,2.41,19.37,2946,800,0
62.98,8.57,1.38,15.77,2951,1753,0
60.22,8.48,1.42,19.01,2950,3134,0
67.12,8.4,1.98,16.83,2912,6320,0
75.31,8.42,2.64,17.31,2973,1635,1
59.66,8.74,2.56,18.4,2968,7006,1
65.12,8.65,2.88,21.36,2947,3293,1
72.06,8.49,1.31,16.58,3003,6819,1
64.6,9.1,2.33,17.84,2937,907,0
67.26,7.31,3.06,15.84,2898,3937,0
59.69,8.7,3.0,16.56,3007,3107,0
67.14,8.79,2.42,15.83,2980,909,0
64.06,8.96,3.61,18.49,2969,676,1
69.93,8.47,2.57,18.85,2940,2251,0
70.94,8.58,2.83,19.37,2960,7387,1
77.95,8.89,2.23,16.49,2912,4010,1
67.9,9.1,1.73,19.02,2943,5495,0
66.63,8.38,1.67,18.23,2923,548,0
65.97,8.61,2.31,17.88,2958,2493,0
63.23,9.17,2.07,15.52,2978,7455,1
66.69,7.65,1.14,18.31,2919,4368,0
63.52,8.22,1.58,18.37,2972,781,0
65.84,9.09,2.01,18.2,2956,4038,0
71.59,8.94,2.64,18.8,2971,968,0
59.97,8.71,2.19,19.39,2943,1734,0
70.7,8.32,2.16,15.8,2971,7794,1
71.59,8.15,1.61,17.57,2929,5617,0
64.41,8.26,2.21,19.03,2900,3888,0
54.39,9.12,2.99,17.46,2906,4891,0
61.96,8.25,2.29,19.92,2935,7257,1
71.48,8.54,1.3,18.18,2902,5638,0
64.89,8.2,1.45,14.09,2997,3269,0
60.0,8.84,2.55,19.68,2948,5249,0
62.48,8.28,2.07,17.77,2978,7958,1
69.2,8.46,2.16,14.46,2974,3397,0
67.73,7.83,1.83,17.5,2950,4431,0
63.81,7.85,2.5,15.46,3056,5766,0
63.17,8.5,2.02,19.51,3038,5708,0
63.04,7.97,2.09,17.93,2992,1346,0
60.39,9.34,1.69,16.15,2923,739,1
73.08,7.68,2.75,19.62,2993,2404,1
63.39,8.18,2.07,18.92,2898,5494,0
71.09,8.51,2.56,17.53,2992,3402,0
72.61,8.35,1.48,15.51,2873,2272,1
69.99,8.06,3.24,16.32,2940,3199,1
62.84,8.12,2.97,16.29,2986,1619,0
67.02,8.1,1.05,19.49,2962,3558,0
64.88,8.39,1.72,14.64,2906,681,0
60.48,9.28,2.49,17.91,2955,3407,1
66.62,8.53,1.41,17.5,2962,7381,1
59.1,8.97,2.12,20.07,2956,4788,0
70.94,8.7,2.46,18.47,2938,3709,0
62.68,8.95,2.09,19.07,2976,7013,1
66.01,7.38,2.52,16.95,2984,2111,0
66.42,8.38,1.78,15.54,2945,992,0
63.71,9.02,0.85,17.35,2996,3415,0
67.93,8.27,2.79,19.55,2945,3816,0
62.63,9.2,2.79,19.55,2935,3412,1
69.36,9.09,3.7,17.14,2991,3719,1
58.27,8.31,0.88,16.28,2990,7013,1
65.63,8.3,2.65,15.89,2931,7300,1
74.69,8.09,1.02,17.73,2927,6759,1
60.0,8.25,3.25,18.27,3003,1825,1
61.61,8.01,2.49,20.95,2947,7573,1
67.57,8.67,1.63,18.25,2950,1345,0
65.9,7.92,2.67,19.23,2942,4093,0
66.75,8.74,1.87,16.44,2990,620,0
67.45,8.75,2.38,18.08,3014,6279,0
68.17,7.84,2.32,18.28,2952,4531,0
70.55,9.12,3.25,17.72,3023,5553,1
67.05,8.71,3.29,17.96,2933,7894,1
63.79,8.8,1.84,18.25,2942,6594,1
68.36,8.2,2.83,18.96,2970,4506,0
74.5,8.75,2.41,20.34,2925,1230,1
64.34,8.95,1.35,13.47,2970,2353,0
60.13,8.46,1.78,20.23,2934,4674,0
70.54,9.3,3.6,14.58,2904,1478,1
64.4,8.52,2.41,18.62,2898,4735,0
54.14,8.96,2.8,22.71,2940,6155,1
69.24,8.62,2.07,17.91,2963,5416,0
62.32,8.73,1.88,18.36,2909,1239,0
64.55,7.83,2.22,17.38,2955,4884,0
66.66,8.65,2.04,19.33,2955,6456,0
65.95,8.21,1.3,18.72,2945,6972,1
68.55,8.16,1.6,16.65,2922,1371,0
62.82,9.2,2.62,17.77,2957,2497,0
67.57,8.41,1.97,15.76,2946,2647,0
63.7,8.1,2.22,17.76,2979,4172,0
68.69,8.36,2.34,17.16,2911,7674,1
68.08,7.98,2.39,18.27,2953,3742,0
60.32,9.07,2.89,16.58,2912,5882,0
70.43,8.22,1.54,17.57,2943,871,0
62.32,8.71,2.54,18.02,2917,2352,0
69.04,9.04,2.65,18.16,2922,1043,0
66.84,8.3,2.79,18.55,2950,5320,0
74.19,8.71,1.35,17.65,2933,996,1
63.88,8.09,2.35,16.43,2994,7726,1
63.25,9.48,3.23,18.16,2985,6978,1
64.9,8.87,2.14,17.64,2974,2577,0
63.48,8.42,2.49,20.05,2974,5879,0
69.0,8.19,2.67,20.3,2954,6165,0
56.92,8.45,1.58,15.26,2989,1660,0
59.73,8.36,3.3,19.23,2941,2863,1
59.66,9.28,2.5,19.64,3014,959,1
69.75,8.01,2.51,15.31,2922,7377,1
73.55,8.55,1.2,19.16,2916,1931,1
64.48,8.49,2.68,19.79,2908,6246,0
64.16,8.45,2.5,16.1,2913,7850,1
65.35,8.46,3.17,17.53,2901,6890,1
70.81,8.45,2.01,18.37,2956,7696,1
60.36,8.85,1.61,19.14,2976,1833,0
66.19,8.74,1.79,16.02,2951,678,0
69.88,8.67,1.9,20.31,2908,4873,0
67.51,7.29,1.53,13.94,2936,7943,1
65.95,8.62,2.97,20.65,2975,1816,0
70.01,7.84,3.0,19.1,2940,7795,1
51.48,8.76,2.08,16.76,2926,4316,0
68.39,9.09,1.96,19.73,2905,4902,0
61.73,8.13,1.11,15.9,2937,5692,0
55.85,8.4,2.62,18.23,2929,872,0
67.56,8.26,3.19,18.48,2947,1225,0
71.87,8.99,1.82,18.47,2964,933,0
64.31,8.54,2.13,16.32,2942,2243,0
69.76,9.19,2.46,17.01,2956,6453,0
73.06,8.67,3.23,18.25,2964,7729,1
71.57,8.6,2.32,16.55,2913,5663,0
73.2,8.53,2.32,18.54,3007,1893,1
68.71,8.83,2.31,16.77,2928,2314,0
65.38,7.8,1.34,20.0,2965,7504,1
56.99,8.53,1.33,21.13,2916,4590,1
63.77,8.47,1.72,17.41,2953,7166,1
60.78,8.79,2.81,19.84,2954,3241,0
75.85,8.42,2.0,17.58,3000,7338,1
64.12,8.08,1.88,16.13,2943,6704,1
65.62,8.5,1.87,17.15,2989,7126,1
67.76,8.07,2.12,18.17,2959,3751,0
65.22,7.73,3.22,14.43,3006,6254,1
73.48,8.79,2.11,19.25,2897,521,1
61.89,8.73,1.73,18.17,2964,1014,0
65.97,8.69,2.22,20.0,2870,3298,0
61.29,9.02,3.25,19.22,2948,7359,1
58.4,8.23,1.9,18.24,2981,3569,0
61.94,7.93,1.49,17.29,2993,3380,0
64.81,8.47,1.9,21.05,2972,7401,1
62.85,8.36,2.28,22.34,2941,6317,1
61.54,8.16,2.61,17.32,2966,5278,0
57.97,8.47,2.8,20.08,3025,7501,1
64.58,8.26,1.57,16.59,2952,1493,0
57.48,7.77,1.63,16.82,2979,7216,1
68.8,8.32,2.01,17.23,2937,6634,1
65.41,8.05,2.61,19.37,2982,1872,0
57.71,8.59,1.44,15.85,2977,2088,0
63.45,8.24,1.84,21.1,2932,6625,1
61.24,8.94,1.84,19.88,2973,5268,0
66.6,9.14,2.77,19.32,2975,723,0
71.7,8.77,2.52,17.41,2972,5132,0
55.62,7.88,2.74,19.66,2949,6949,1
65.58,9.1,3.0,12.17,2987,6629,1
64.2,9.13,2.02,18.88,2922,4898,0
68.36,8.51,1.49,18.32,2950,3181,0
66.07,9.03,1.49,14.23,2953,1879,0
61.24,8.28,1.1,18.81,2985,5173,0
63.4,7.75,1.92,19.18,2921,5888,0
61.02,8.2,1.97,14.29,2957,2562,0
70.38,9.19,2.67,15.63,2935,3065,0
65.11,7.9,2.21,22.13,2953,2800,1
74.51,8.5,1.91,17.63,2962,1608,1
64.7,8.51,2.13,19.95,2912,4125,0
61.46,8.29,1.58,20.25,2988,3277,0
57.43,8.32,2.82,18.79,2963,2710,0
55.98,8.53,1.73,20.03,2924,5856,0
57.08,8.28,1.52,13.77,2940,1605,0
66.34,7.93,2.69,17.54,2995,5369,0
67.54,8.59,2.54,11.84,2962,5185,0
57.09,8.93,1.17,14.51,2921,2949,0
69.48,8.85,2.71,16.91,2926,7454,1
62.58,8.18,1.76,16.67,2969,647,0
65.73,8.0,1.98,18.08,2972,7618,1
73.06,8.39,2.31,17.96,2961,4008,1
69.48,9.13,2.55,18.27,2941,4192,0
63.66,8.76,2.47,18.35,2974,6179,0
60.54,8.78,2.17,18.67,2941,3726,0
54.24,8.86,1.95,16.08,2924,6603,1
61.4,8.67,2.45,16.55,2998,2676,0
63.94,8.55,2.13,17.93,2965,2666,0
60.06,8.76,3.28,17.96,2926,1793,1
64.34,8.28,2.55,15.84,2954,915,0
65.38,7.93,1.65,20.16,2951,7478,1
63.88,8.79,1.91,19.45,2940,3581,0
61.75,9.0,2.23,16.28,2957,7890,1
65.84,8.05,2.98,17.58,2922,3389,0
67.21,8.83,3.05,22.02,2976,2100,1
59.55,9.17,1.96,18.32,2950,4773,0
72.05,8.5,1.64,18.79,2902,1700,1
64.51,8.17,1.56,16.78,2943,7187,1
65.09,8.55,2.35,17.37,2932,2374,0
68.54,8.28,3.58,21.02,2860,5172,1
66.17,8.25,2.52,18.23,2945,3597,0
69.77,8.67,1.24,17.86,2981,3768,0
66.44,7.86,1.76,18.02,2947,1933,0
61.94,7.92,1.83,23.09,2971,5337,1
66.81,8.51,1.71,18.08,2950,5684,0
59.28,8.49,1.97,16.34,2936,4049,0
65.54,8.64,2.42,16.69,2928,2276,0
64.83,9.25,2.61,19.56,2912,7039,1
63.96,8.54,2.86,15.14,2978,4375,0
64.36,8.74,2.51,18.9,2972,3485,0
55.59,8.11,1.03,16.55,2942,4394,0
62.26,8.81,1.57,14.28,2889,6826,1
65.46,8.29,2.11,16.04,2964,2811,0
65.8,8.53,2.29,18.06,2923,2224,0
59.86,8.46,2.72,20.79,2954,2574,0
71.33,8.91,2.23,19.83,2904,1774,0
60.67,7.98,2.23,17.41,2953,1007,0
69.85,7.59,2.34,19.94,2946,6591,1
67.14,8.41,2.05,17.29,2878,1202,0
61.77,8.69,2.25,15.07,2999,6771,1
73.88,8.56,2.88,18.04,2940,3987,1
59.03,8.99,2.15,14.99,2942,1327,0
69.6,8.67,2.18,19.58,2966,7062,1
70.0,8.27,2.18,19.61,2948,6275,0
61.65,7.57,2.98,16.24,2961,3991,0
71.96,8.41,1.54,18.29,2916,1323,0
63.75,8.91,3.27,18.27,2946,2193,1
66.44,8.34,1.49,19.74,2893,5848,0
66.3,8.51,1.81,15.51,2943,1392,0
64.33,8.67,2.65,19.2,2993,7187,1
69.05,8.09,2.82,15.37,2905,3650,0
68.97,8.75,1.36,19.55,2939,5384,0
56.26,9.15,1.54,20.13,2886,3627,0
71.52,8.43,2.37,16.66,2950,2459,0
56.69,8.05,3.61,20.44,2964,3408,1
70.16,8.47,2.95,14.85,2962,5673,0
70.63,7.61,2.05,20.2,2932,6151,0
59.55,8.63,0.75,20.88,2886,4797,0
62.95,8.68,2.25,18.69,2913,4818,0
59.47,9.17,2.42,17.61,2988,1652,0
63.93,8.42,1.97,18.62,2976,6973,1
63.46,8.66,1.69,16.79,2947,6277,0
68.9,8.16,2.3,23.25,2955,7524,1
71.55,8.36,1.63,16.83,2919,6359,0
71.98,7.89,3.32,20.63,2989,1964,1
62.19,8.42,3.11,16.52,2928,7539,1
63.95,8.38,2.59,21.19,2963,6633,1
56.58,8.62,2.25,22.02,2910,6771,1
60.97,8.25,1.8,18.77,2945,7808,1
69.82,8.53,2.19,18.57,2987,6641,1
73.08,8.37,3.18,16.09,2922,6641,1
58.83,8.37,2.72,15.85,2972,5065,0
62.04,8.53,2.32,18.6,2918,7225,1
64.87,8.52,2.75,20.92,2923,2708,0
66.4,8.8,2.53,16.9,2950,1972,0
60.95,8.45,2.44,22.42,2979,5110,1
67.12,8.36,2.79,16.78,2941,3960,0
62.63,8.43,2.51,18.46,2969,1381,0
64.93,8.21,2.72,18.46,2984,6606,1
67.73,8.36,2.3,17.8,2927,3071,0
65.03,9.31,2.05,13.91,2904,3860,1
62.82,8.13,1.87,16.76,2939,4060,0
64.45,8.39,1.8,18.4,2988,1550,0
64.56,8.35,1.24,17.81,2926,868,0
63.15,8.4,1.65,19.27,2980,2416,0
63.71,8.37,1.64,19.51,2942,5632,0
72.99,8.61,1.9,17.52,3003,6766,1
67.8,7.82,3.14,16.08,3017,5310,0
63.52,8.91,2.11,21.1,2981,3825,1
68.48,8.75,2.35,15.29,2901,5310,0
63.33,8.0,2.36,16.81,2878,5271,0
70.87,7.59,3.15,16.3,2952,3932,0
66.85,8.11,1.85,19.49,2977,5805,0
64.46,8.4,2.07,20.63,2965,2867,0
67.24,9.53,2.14,17.65,2928,1957,1
57.15,8.72,2.88,18.46,2905,3181,0
59.37,7.78,3.01,18.86,2978,4262,0
59.03,8.22,2.48,21.61,3006,7287,1
65.71,8.48,2.94,14.45,2930,5919,0
73.66,8.6,2.31,19.49,2975,7173,1
76.16,7.97,2.1,18.75,3028,3589,1
68.19,8.45,2.91,17.26,2944,6095,0
67.5,8.21,2.49,18.65,2945,7673,1
55.99,8.06,1.76,19.48,2967,1710,0
62.29,8.6,2.8,19.17,2941,2226,0
61.06,8.81,2.07,22.32,2990,6686,1
61.9,8.84,2.0,18.25,2938,3821,0
64.16,8.73,2.74,18.05,2949,1720,0
62.64,8.3,2.15,17.64,2907,7651,1
55.1,8.79,2.43,19.11,2943,5822,0
68.74,8.62,2.6,17.94,2920,4536,0
59.64,8.55,1.73,18.03,2960,7420,1
66.2,8.26,2.43,18.04,2900,4490,0
75.37,8.3,3.01,17.73,2979,6398,1
60.4,8.53,1.63,16.78,2924,688,0
52.35,9.48,2.47,18.84,3004,1346,1
63.57,8.62,1.7,17.43,2991,5068,0
70.5,8.26,2.81,19.23,2966,772,0
74.79,8.17,2.81,18.22,2904,7333,1
58.85,8.3,1.99,17.23,2931,1448,0
67.48,9.37,3.53,21.13,2923,5709,1
62.67,8.34,2.86,17.8,2927,769,0
64.47,8.86,2.62,19.25,2997,7194,1
78.22,8.35,2.59,16.6,2945,5739,1
57.49,8.6,2.79,13.95,2930,5162,0
66.27,8.82,1.6,16.87,2928,7907,1
67.34,8.27,2.32,13.73,2934,7932,1
70.43,8.24,2.43,17.53,2966,5810,0
65.49,9.16,1.96,20.94,2901,1806,0
66.54,8.89,2.48,16.19,2953,3222,0
63.04,8.82,2.94,13.79,2963,1358,0
66.35,8.81,1.95,21.0,2898,2280,1
63.28,8.68,2.17,17.05,2907,7107,1
68.11,9.31,1.71,17.97,2949,3375,1
63.15,8.52,1.13,19.58,2993,6345,0
66.89,8.73,2.67,19.05,2986,5393,0
64.85,7.92,2.18,19.5,2932,3661,0
70.63,8.17,2.23,19.8,2992,4954,0
64.74,8.02,1.61,14.51,2940,879,0
56.13,9.01,2.09,15.17,2940,2714,0
71.31,7.48,2.86,20.34,2953,7335,1
60.47,8.34,2.2,16.44,2975,5211,0
61.73,7.3,2.22,16.65,2932,1069,0
62.02,8.17,2.32,15.47,2938,4404,0
71.87,8.3,1.46,17.19,2913,5823,0
54.32,9.05,2.57,17.3,2961,625,0
80.69,8.66,1.45,16.13,2978,844,1
70.28,8.17,1.64,15.89,2980,5264,0
66.12,8.93,1.57,18.64,2909,4525,0
64.73,8.51,2.09,16.38,2939,1266,0
66.43,8.52,1.99,16.79,2987,3997,0
67.61,8.02,2.2,13.63,2957,5135,0
68.23,8.1,1.66,21.88,2951,2758,1
67.78,8.17,2.8,19.88,2950,3548,0
65.45,8.52,2.7,17.01,2966,2813,0
64.01,8.53,2.1,16.2,2959,7934,1
64.24,9.12,1.91,18.02,2933,5565,0
64.03,8.65,1.85,17.97,2976,2801,0
70.67,7.42,2.01,15.45,2914,5807,0
67.97,8.61,1.36,12.9,2990,529,0
50.3,7.92,1.62,16.95,2923,3876,0
68.28,8.11,2.72,14.87,2966,5562,0
65.97,8.18,2.38,18.34,2945,4024,0
64.91,8.23,3.18,18.36,2936,2319,0
63.06,7.95,2.02,16.05,2991,5383,0
70.62,8.58,1.98,16.93,2972,2515,0
69.74,7.94,1.96,21.53,2948,3246,1
61.14,8.64,2.01,19.55,3002,2431,0
67.04,9.39,1.8,17.1,2979,4625,1
60.14,7.97,2.36,22.58,2926,4756,1
58.1,8.39,2.22,15.61,2882,4221,0
61.87,7.49,1.89,16.37,2953,1946,0
69.31,8.38,2.95,17.78,2992,6990,1
69.77,8.76,3.34,14.94,2968,4415,1
67.57,8.79,2.9,21.58,2997,5841,1
68.63,8.53,2.53,18.37,2932,1711,0
67.58,8.86,2.66,16.42,2946,3512,0
61.79,9.52,3.31,18.9,2947,4120,1
67.16,9.18,2.66,18.29,2957,2034,0
69.0,8.29,1.85,17.39,2973,3777,0
68.77,7.92,2.44,15.58,2999,3942,0
70.94,8.34,2.58,15.13,3005,3021,0
68.54,8.12,1.6,22.37,3000,2405,1
66.76,8.68,2.03,15.29,2970,4050,0
70.35,8.03,2.86,21.4,2940,5104,1
64.87,8.47,1.11,16.31,2957,4652,0
60.59,8.84,1.45,19.58,2970,1590,0
64.18,8.46,2.09,18.93,2954,527,0
61.28,8.12,2.41,19.33,2923,7297,1
61.62,8.97,1.39,19.46,2936,6544,1
64.28,7.75,2.12,14.78,2976,6875,1
61.04,8.37,2.89,16.65,2943,6591,1
63.46,8.48,2.24,15.26,2951,3678,0
55.53,8.51,2.76,18.38,2948,7804,1
66.07,8.57,1.84,15.35,2923,5997,0
65.01,8.74,1.71,14.04,2945,4247,0
60.91,8.49,2.71,17.53,2936,5254,0
68.3,8.35,2.42,13.58,2929,3442,0
69.69,8.34,1.49,18.52,2918,1190,0
56.96,8.26,1.72,15.48,2947,6218,0
61.19,8.82,3.14,16.32,2969,6719,1
61.15,8.24,1.65,13.44,2984,3002,0
60.3,8.84,2.76,21.3,2908,2892,1
69.15,8.51,1.91,15.07,2998,5185,0
64.03,8.29,2.2,17.27,2959,2258,0
63.68,8.75,2.38,14.42,2916,4556,0
54.98,8.21,0.94,16.33,2938,3262,0
68.18,8.76,1.32,21.5,2894,7102,1
58.8,8.59,2.25,18.59,2901,3450,0
65.3,8.26,1.77,16.55,3002,1886,0
66.39,8.71,2.8,17.93,2929,7217,1
71.8,8.72,1.24,16.88,2966,2486,0
58.46,8.96,2.54,17.82,2947,2690,0
49.9,8.89,1.37,19.49,2951,7222,1
65.92,8.7,1.99,17.34,2961,2161,0
74.0,8.05,1.56,18.44,2887,5416,1
71.19,9.48,3.34,18.47,2990,5532,1
66.05,7.94,1.4,17.35,2947,7812,1
62.54,8.88,2.13,16.53,2935,7012,1
69.04,8.67,1.16,16.95,2964,2476,0
60.13,8.03,3.16,19.4,2928,7610,1
67.38,8.45,2.44,19.56,2956,3262,0
67.53,8.47,2.28,15.72,2945,4848,0
70.3,9.02,3.08,17.48,2971,5555,0
78.8,8.21,2.29,16.49,2944,3169,1
66.96,8.4,2.33,19.6,2919,3719,0
62.46,7.57,2.28,17.06,2961,5746,0
64.87,9.19,2.54,22.4,2942,5492,1
56.15,8.07,1.9,18.44,2895,851,0
61.53,8.63,2.07,20.36,2956,6764,1
62.95,8.46,2.69,15.97,2934,873,0
62.38,8.46,2.37,18.02,2960,6984,1
65.76,8.82,2.13,19.23,2924,6674,1
60.89,9.17,1.36,15.93,2914,3332,0
70.61,8.6,3.1,18.04,2985,5964,0
65.0,8.76,1.8,20.1,2975,2516,0
64.95,8.63,2.79,17.35,2950,703,0
63.36,8.91,2.31,16.3,2963,5991,0
65.78,8.31,1.42,21.61,2974,5007,1
69.13,8.93,2.95,15.66,2950,7204,1
60.66,8.94,2.35,18.31,2914,3149,0
61.71,8.93,3.0,16.58,2959,5847,0
63.48,8.24,2.09,16.13,2980,5418,0
58.27,8.43,2.62,19.48,2968,1403,0
60.9,8.6,1.14,17.59,2952,1555,0
62.62,7.95,1.9,18.81,2967,3238,0
69.37,9.14,1.44,13.49,2943,6630,1
66.31,8.5,1.98,19.01,2981,845,0
65.97,8.61,2.48,16.56,2990,5816,0
69.25,8.27,1.84,14.24,2911,1246,0
64.31,7.97,2.72,21.77,2983,4889,1
66.95,8.26,1.69,19.2,3017,4358,0
64.48,8.59,2.73,18.45,2966,7417,1
66.33,8.77,2.99,20.5,2980,2669,0
62.09,8.56,2.81,18.5,2931,2159,0
52.81,8.64,1.99,16.4,2935,4970,0
64.33,8.37,0.92,17.65,2944,5561,0
72.11,8.7,2.55,16.64,2938,4611,1
69.63,9.09,2.12,17.0,2911,937,0
69.83,8.78,1.61,15.48,2945,6992,1
71.18,8.82,1.87,16.06,2975,4805,0
65.44,8.62,3.06,19.79,2911,2707,0
65.99,7.9,1.52,18.66,2955,5904,0
61.91,8.08,2.48,16.99,2954,3623,0
63.42,8.68,2.33,15.94,2941,5700,0
68.08,8.5,1.99,17.19,2965,7523,1
71.02,8.68,2.59,14.63,2962,2928,0
64.3,9.17,3.18,18.25,2939,6456,0
62.75,8.79,2.02,19.89,2982,3923,0
65.0,9.0,2.05,22.73,2967,7952,1
68.01,8.54,2.57,15.79,2997,5456,0
57.78,8.18,2.75,19.81,2948,4061,0
53.52,8.48,2.12,16.59,2940,4982,0
62.25,8.18,2.02,15.74,2944,1958,0
58.9,9.12,0.87,15.74,2985,2103,0
62.46,8.82,1.73,18.28,2946,1567,0
64.26,8.71,1.52,16.14,2947,3340,0
62.73,8.99,2.61,16.79,3009,4078,0
72.26,7.69,2.05,17.12,2910,1161,1
66.63,8.74,2.03,16.52,2961,1693,0
66.5,7.98,2.19,16.37,2948,574,0
68.11,8.5,1.68,13.14,2942,7675,1
59.31,8.38,3.13,18.17,2921,1695,0
70.2,8.76,2.98,18.14,2930,1505,0
64.62,8.59,3.17,16.41,2938,1960,0
68.35,9.04,2.61,18.72,2965,3184,0
59.64,8.26,2.18,20.79,2976,3273,0
57.23,8.78,3.17,18.05,2897,4022,0
69.09,8.56,1.79,20.66,2914,3342,0
66.88,7.85,1.68,22.48,2966,4222,1
60.49,8.13,1.84,23.06,2969,6286,1
60.65,8.44,2.51,15.62,2906,1146,0
70.63,8.94,1.74,15.63,2976,7535,1
59.05,8.69,2.11,17.11,2950,7502,1
73.21,8.03,1.24,18.26,2972,5090,1
60.5,8.44,2.49,21.17,2924,6078,1
68.19,9.31,1.29,19.25,2908,2732,1
63.36,8.54,1.64,15.59,2941,1228,0
68.02,8.37,2.93,16.78,2942,3738,0
62.28,8.7,2.91,17.92,2940,3878,0
64.19,8.81,2.42,15.02,2938,6595,1
